Company,Weight
"Watson Pharmaceuticals, Inc *",0.03479
"Nordstrom, Inc",0.03215
"Network Appliance, Inc *",0.03179
Pinnacle West Capital Corp,0.03174
QLogic Corp *,0.0317
"Sunoco, Inc",0.03135
KB HOME,0.03118
LSI Logic Corp *,0.03113
"Manor Care, Inc *",0.03094
"Pulte Homes, Inc",0.0309
"TECO Energy, Inc",0.02994
Unisys Corp *,0.02983
Meredith Corp,0.02952
"Supervalu, Inc",0.02922
Phelps Dodge Corp,0.02848
Coors (Adolph) Co Class B,0.02846
"Humana, Inc *",0.02805
National Semiconductor Corp *,0.0275
"Scientific-Atlanta, Inc",0.02721
"Freeport-McMoran Copper & Gold, Inc Class B *",0.02694
"Toys ""R"" Us, Inc *",0.0267
Pall Corp,0.02662
Dana Corp,0.02654
Goodrich (BF) Co (The),0.02631
"Hasbro, Inc",0.02631
"Temple-Inland, Inc",0.0262
Sprint Corp (PCS Group) *,0.02592
"Ashland, Inc",0.02582
NCR Corp *,0.02577
American Power Conversion Corp *,0.0255
Brunswick Corp,0.02546
Fluor Corp,0.02526
"Winn-Dixie Stores, Inc",0.02488
Citizens Communications Co *,0.0248
"Rowan Cos, Inc *",0.02419
Maytag Corp,0.02419
"Big Lots, Inc *",0.02409
"Bausch & Lomb, Inc",0.02376
"Advanced Micro Devices, Inc *",0.02352
"Teradyne, Inc *",0.02318
"Symbol Technologies, Inc",0.02307
Solectron Corp *,0.0229
"Tellabs, Inc *",0.02261
"Allegheny Energy, Inc",0.02194
"Worthington Industries, Inc",0.02186
Healthsouth Corp *,0.02159
"Tektronix, Inc *",0.02132
"Ryder System, Inc",0.02083
Millipore Corp,0.02039
"Dillard's, Inc Class A",0.02036
Corning Inc,0.02018
"Allied Waste Industries, Inc *",0.01972
Sealed Air Corp *,0.01955
Sanmina-SCI Corp *,0.01939
Goodyear Tire & Rubber Co (The),0.01935
Mercury Interactive Corp *,0.01904
Reebok International Ltd *,0.01882
Providian Financial Corp,0.01881
Boise Cascade Corp,0.0182
AES Corp *,0.01811
"Autodesk, Inc",0.01805
"Snap-on, Inc",0.01792
Navistar International Corp,0.01768
"Nicor, Inc",0.01706
Visteon Corp,0.01699
Great Lakes Chemical Corp,0.01674
"Comverse Technology, Inc *",0.01639
Crane Co,0.01633
NVIDIA Corp *,0.0162
Cooper Tire & Rubber Co,0.01595
Peoples Energy Corp,0.01594
"Delta Air Lines, Inc",0.01564
"Williams Cos, Inc (The)",0.01555
Compuware Corp *,0.0153
"Citrix Systems, Inc *",0.01522
Quintiles Transnational Corp *,0.01469
United States Steel Corp,0.01463
CIENA Corp *,0.01412
American Greetings Corp Class A,0.01401
CMS Energy Corp,0.01398
"Hercules, Inc *",0.01363
"Cummins, Inc",0.01357
"Gateway, Inc *",0.01314
"TMP Worldwide, Inc *",0.01276
Tupperware Corp,0.01264
"ADC Telecommunications, Inc *",0.01226
Calpine Corp *,0.01215
Mirant Corp *,0.01183
Applied Micro Circuits Corp *,0.01157
Thomas & Betts Corp,0.01143
Rational Software Corp *,0.01122
"Novell, Inc *",0.00983
Louisiana-Pacific Corp,0.00942
"PerkinElmer, Inc",0.00903
AMR Corp *,0.00869
"PMC-Sierra, Inc *",0.00858
"Allegheny Technologies, Inc",0.00783
Andrew Corp *,0.00774
Parametric Technology Corp *,0.00654
"Avaya, Inc",0.00597
"Dynegy, Inc Class A",0.00549
"McDermott International, Inc *",0.00523
"Power-One, Inc *",0.00309
